Domain,Region,Element Code,Element,Item,Year,Unit,Flag,Flag Description,Area,Co2 Emissions,Temperature,Yield
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2006,hg/ha,Fc,Calculated data,Gambia,11.6201,1.367,354580
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2007,hg/ha,Fc,Calculated data,Gambia,14.2098,1.249,342694
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2008,hg/ha,Fc,Calculated data,Gambia,14.592,1.506,371875
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2009,hg/ha,Fc,Calculated data,Gambia,18.4139,0.873,374914
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2010,hg/ha,Fc,Calculated data,Gambia,19.0316,1.48,383330
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2011,hg/ha,Fc,Calculated data,Gambia,19.2809,1.228,373093
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2012,hg/ha,Fc,Calculated data,Gambia,20.3414,1.095,382729
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2013,hg/ha,Fc,Calculated data,Gambia,18.1827,1.202,382024
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2014,hg/ha,Fc,Calculated data,Gambia,27.449,1.465,374823
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2015,hg/ha,Fc,Calculated data,Gambia,28.8575,1.516,382072
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2016,hg/ha,Fc,Calculated data,Gambia,30.0988,1.917,382525
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2017,hg/ha,Fc,Calculated data,Gambia,31.4783,2.033,381083
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2018,hg/ha,Fc,Calculated data,Gambia,33.9311,1.317,383410
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2019,hg/ha,Fc,Calculated data,Gambia,35.2275,1.63,380787
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",1990,hg/ha,Fc,Calculated data,Ethiopia,99.09876,0.244,2696928
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",1991,hg/ha,Fc,Calculated data,Ethiopia,102.3457,0.599,2381014
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",1992,hg/ha,Fc,Calculated data,Ethiopia,102.2345,0.815,2378262
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",1993,hg/ha,Fc,Calculated data,Ethiopia,105.879,0.244,314434
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",1994,hg/ha,Fc,Calculated data,Ethiopia,107.0693,0.599,2694014
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",1995,hg/ha,Fc,Calculated data,Ethiopia,123.5313,0.815,2996005
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",1996,hg/ha,Fc,Calculated data,Ethiopia,142.5539,0.775,3227818
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",1997,hg/ha,Fc,Calculated data,Ethiopia,155.2096,0.713,3149573
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",1998,hg/ha,Fc,Calculated data,Ethiopia,166.5969,0.806,3309422
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",1999,hg/ha,Fc,Calculated data,Ethiopia,163.9024,0.314,3345034
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2000,hg/ha,Fc,Calculated data,Ethiopia,181.1499,0.572,3465684
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2001,hg/ha,Fc,Calculated data,Ethiopia,214.8319,0.732,3418005
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2002,hg/ha,Fc,Calculated data,Ethiopia,226.3027,1.094,3509469
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2003,hg/ha,Fc,Calculated data,Ethiopia,222.869,1.109,3471401
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2004,hg/ha,Fc,Calculated data,Ethiopia,251.7796,0.874,3629432
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2005,hg/ha,Fc,Calculated data,Ethiopia,245.3023,1.119,4009183
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2006,hg/ha,Fc,Calculated data,Ethiopia,261.8735,0.971,3929591
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2007,hg/ha,Fc,Calculated data,Ethiopia,281.0948,0.847,4053791
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2008,hg/ha,Fc,Calculated data,Ethiopia,300.3973,0.756,3599211
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2009,hg/ha,Fc,Calculated data,Ethiopia,335.3656,1.336,3107415
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2010,hg/ha,Fc,Calculated data,Ethiopia,346.68,1.259,3391854
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2011,hg/ha,Fc,Calculated data,Ethiopia,476.0451,1.137,3393276
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2012,hg/ha,Fc,Calculated data,Ethiopia,532.9727,1.059,3818830
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2013,hg/ha,Fc,Calculated data,Ethiopia,586.0817,1.208,5874747
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2014,hg/ha,Fc,Calculated data,Ethiopia,637.6132,1.149,4016457
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2015,hg/ha,Fc,Calculated data,Ethiopia,603.3447,1.395,3812290
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2016,hg/ha,Fc,Calculated data,Ethiopia,699.0688,1.494,3776742
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2017,hg/ha,Fc,Calculated data,Ethiopia,734.1061,1.464,3725603
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2018,hg/ha,Fc,Calculated data,Ethiopia,768.6937,0.944,3846489
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2019,hg/ha,Fc,Calculated data,Ethiopia,794.9098,1.362,3834820
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",1990,hg/ha,Fc,Calculated data,Equatorial Guinea,1.6927,0.135,317645
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",1991,hg/ha,Fc,Calculated data,Equatorial Guinea,2.3893,0.134,317688
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",1992,hg/ha,Fc,Calculated data,Equatorial Guinea,2.3815,-0.204,314238
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",1993,hg/ha,Fc,Calculated data,Equatorial Guinea,2.9404,0.099,10139870
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",1994,hg/ha,Fc,Calculated data,Equatorial Guinea,2.7807,0.299,313624
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",1995,hg/ha,Fc,Calculated data,Equatorial Guinea,3.2115,0.921,313272
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",1996,hg/ha,Fc,Calculated data,Equatorial Guinea,3.3098,0.466,314780
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",1997,hg/ha,Fc,Calculated data,Equatorial Guinea,3.9068,0.24,316822
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",1998,hg/ha,Fc,Calculated data,Equatorial Guinea,4.3587,1.029,321378
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",1999,hg/ha,Fc,Calculated data,Equatorial Guinea,5.2954,0.547,323246
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2000,hg/ha,Fc,Calculated data,Equatorial Guinea,6.615,0.353,324603
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2001,hg/ha,Fc,Calculated data,Equatorial Guinea,7.101,0.354,324683
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2002,hg/ha,Fc,Calculated data,Equatorial Guinea,9.8645,0.623,327148
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2003,hg/ha,Fc,Calculated data,Equatorial Guinea,11.0891,0.908,329703
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2004,hg/ha,Fc,Calculated data,Equatorial Guinea,22.1738,0.756,332244
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2005,hg/ha,Fc,Calculated data,Equatorial Guinea,25.0499,0.752,336213
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2006,hg/ha,Fc,Calculated data,Equatorial Guinea,27.7178,0.576,341070
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2007,hg/ha,Fc,Calculated data,Equatorial Guinea,25.6043,0.762,343287
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2008,hg/ha,Fc,Calculated data,Equatorial Guinea,27.2157,0.612,347167
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2009,hg/ha,Fc,Calculated data,Equatorial Guinea,25.1482,0.703,350778
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2010,hg/ha,Fc,Calculated data,Equatorial Guinea,32.4253,0.915,354383
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2011,hg/ha,Fc,Calculated data,Equatorial Guinea,33.0089,0.585,356147
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2012,hg/ha,Fc,Calculated data,Equatorial Guinea,38.1088,0.514,366142
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2013,hg/ha,Fc,Calculated data,Equatorial Guinea,46.164,0.724,365925
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2014,hg/ha,Fc,Calculated data,Equatorial Guinea,49.2959,0.892,366898
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2015,hg/ha,Fc,Calculated data,Equatorial Guinea,52.0997,0.849,372114
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2016,hg/ha,Fc,Calculated data,Equatorial Guinea,65.8891,1.458,375879
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2017,hg/ha,Fc,Calculated data,Equatorial Guinea,81.2657,1.338,379373
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2018,hg/ha,Fc,Calculated data,Equatorial Guinea,62.7397,0.685,382843
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2019,hg/ha,Fc,Calculated data,Equatorial Guinea,65.4284,1.522,386337
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",1990,hg/ha,Fc,Calculated data,Egypt,1253.2379,-0.063,10037612
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",1991,hg/ha,Fc,Calculated data,Egypt,1311.4506,0.438,10001194
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",1992,hg/ha,Fc,Calculated data,Egypt,1480.8405,-0.576,9961074
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",1993,hg/ha,Fc,Calculated data,Egypt,1575.0555,0.025,80002
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",1994,hg/ha,Fc,Calculated data,Egypt,1686.8257,0.62,10131248
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",1995,hg/ha,Fc,Calculated data,Egypt,1863.31,0.156,10234708
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",1996,hg/ha,Fc,Calculated data,Egypt,2150.6289,0.391,10419441
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",1997,hg/ha,Fc,Calculated data,Egypt,2392.43,0.022,10461116
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",1998,hg/ha,Fc,Calculated data,Egypt,2698.257,0.748,10417479
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",1999,hg/ha,Fc,Calculated data,Egypt,2882.0583,0.851,10329195
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2000,hg/ha,Fc,Calculated data,Egypt,3134.6513,0.082,10591594
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2001,hg/ha,Fc,Calculated data,Egypt,3248.7473,0.722,10677609
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2002,hg/ha,Fc,Calculated data,Egypt,3399.1023,0.838,10933033
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2003,hg/ha,Fc,Calculated data,Egypt,3520.0805,0.73,10912891
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2004,hg/ha,Fc,Calculated data,Egypt,3572.8825,0.643,11210402
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2005,hg/ha,Fc,Calculated data,Egypt,6634.4062,0.517,11182153
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2006,hg/ha,Fc,Calculated data,Egypt,7002.7204,0.745,10861873
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2007,hg/ha,Fc,Calculated data,Egypt,7593.6027,0.623,11325672
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2008,hg/ha,Fc,Calculated data,Egypt,7963.5216,0.953,11681636
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2009,hg/ha,Fc,Calculated data,Egypt,8608.9796,0.954,12139070
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2010,hg/ha,Fc,Calculated data,Egypt,8704.0822,2.348,11685966
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2011,hg/ha,Fc,Calculated data,Egypt,8652.8986,0.653,11641207
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2012,hg/ha,Fc,Calculated data,Egypt,8250.957,0.952,12024367
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2013,hg/ha,Fc,Calculated data,Egypt,3841.9491,1.069,11898217
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2014,hg/ha,Fc,Calculated data,Egypt,3612.7264,1.263,12006738
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2015,hg/ha,Fc,Calculated data,Egypt,3517.0662,1.219,12067406
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2016,hg/ha,Fc,Calculated data,Egypt,3646.077,1.38,11837598
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2017,hg/ha,Fc,Calculated data,Egypt,3803.3504,0.626,12004204
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2018,hg/ha,Fc,Calculated data,Egypt,3719.0982,2.053,11934901
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2019,hg/ha,Fc,Calculated data,Egypt,3740.3726,1.058,11999546
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",1990,hg/ha,Fc,Calculated data,Djibouti,6.8365,0.653,77001
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",1991,hg/ha,Fc,Calculated data,Djibouti,7.1235,0.602,78977
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",1992,hg/ha,Fc,Calculated data,Djibouti,7.3161,0.572,79512
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",1993,hg/ha,Fc,Calculated data,Djibouti,6.9314,0.429,88252
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",1994,hg/ha,Fc,Calculated data,Djibouti,6.5681,0.396,80498
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",1995,hg/ha,Fc,Calculated data,Djibouti,6.7663,0.763,81041
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",1996,hg/ha,Fc,Calculated data,Djibouti,6.1845,0.869,80999
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",1997,hg/ha,Fc,Calculated data,Djibouti,7.8644,0.763,81323
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",1998,hg/ha,Fc,Calculated data,Djibouti,9.9391,1.067,82155
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",1999,hg/ha,Fc,Calculated data,Djibouti,9.9661,0.528,84611
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2000,hg/ha,Fc,Calculated data,Djibouti,9.6079,0.943,85527
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2001,hg/ha,Fc,Calculated data,Djibouti,9.533,0.893,85602
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2002,hg/ha,Fc,Calculated data,Djibouti,9.1468,1.472,85334
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2003,hg/ha,Fc,Calculated data,Djibouti,9.1492,1.312,85569
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2004,hg/ha,Fc,Calculated data,Djibouti,8.7872,1.03,85720
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2005,hg/ha,Fc,Calculated data,Djibouti,8.8197,1.291,86135
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2006,hg/ha,Fc,Calculated data,Djibouti,8.9102,0.977,88075
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2007,hg/ha,Fc,Calculated data,Djibouti,9.4302,0.953,93793
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2008,hg/ha,Fc,Calculated data,Djibouti,9.5632,0.389,94591
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2009,hg/ha,Fc,Calculated data,Djibouti,9.0892,1.58,98000
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2010,hg/ha,Fc,Calculated data,Djibouti,10.4918,1.113,99012
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2011,hg/ha,Fc,Calculated data,Djibouti,9.5224,0.984,103416
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2012,hg/ha,Fc,Calculated data,Djibouti,11.3628,1.24,112709
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2013,hg/ha,Fc,Calculated data,Djibouti,9.9705,1.293,107090
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2014,hg/ha,Fc,Calculated data,Djibouti,12.9767,1.153,108877
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2015,hg/ha,Fc,Calculated data,Djibouti,12.9434,1.638,112131
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2016,hg/ha,Fc,Calculated data,Djibouti,15.2354,1.401,115812
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2017,hg/ha,Fc,Calculated data,Djibouti,17.0955,1.676,116762
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2018,hg/ha,Fc,Calculated data,Djibouti,15.4776,1.024,119835
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",2019,hg/ha,Fc,Calculated data,Djibouti,15.9777,1.255,121888
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",1990,hg/ha,Fc,Calculated data,Congo,14.4897,0.112,702148
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",1991,hg/ha,Fc,Calculated data,Congo,16.1989,0.291,1805423
Crops and livestock products,Africa,5419,Yield,"Almonds, with shell",1992,hg/ha,Fc,Calculated data,Congo,15.8581,-0.152,1824403
